[Measurement conditions]
Sample identification,NaCl_TT_500
12.030586680,2167.0
12.052319560,2327.0
12.074052440,2309.0
12.095785320,2236.0
12.117518200,2189.0
12.139251080,2163.0
12.160983960,2252.0
12.182716840,2235.0
12.204449720,2264.0
12.226182600,2217.0
12.247915480,2233.0
12.269648360,2165.0
12.291381240,2163.0
12.313114120,2168.0
12.334847000,2240.0
12.356579880,2095.0
12.378312760,2153.0
12.400045640,2107.0
12.421778520,2175.0
12.443511400,2246.0
12.465244280,2228.0
12.486977160,2167.0
12.508710040,2139.0
12.530442920,2145.0
12.552175800,2180.0
12.573908680,2232.0
12.595641560,2233.0
12.617374440,2241.0
12.639107320,2121.0
12.660840200,2148.0
12.682573080,2244.0
12.704305960,2176.0
12.726038840,2145.0
12.747771720,2196.0
12.769504600,2184.0
12.791237480,2119.0
12.812970360,2096.0
12.834703240,2156.0
12.856436120,2204.0
12.878169000,2132.0
12.899901880,2195.0
12.921634760,2058.0
12.943367640,2130.0
12.965100520,2229.0
12.986833400,2053.0
13.008566280,2149.0
13.030299160,2131.0
13.052032040,2199.0
13.073764920,2119.0
13.095497800,2115.0
13.117230680,2182.0
13.138963560,2101.0
13.160696440,2134.0
13.182429320,2100.0
13.204162200,2076.0
13.225895080,2099.0
13.247627960,2069.0
13.269360840,2131.0
13.291093720,2132.0
13.312826600,2112.0
13.334559480,2086.0
13.356292360,2038.0
13.378025240,2124.0
13.399758120,1968.0
13.421491000,2075.0
13.443223880,1940.0
13.464956760,2103.0
13.486689640,2053.0
13.508422520,2017.0
13.530155400,2073.0
13.551888280,2020.0
13.573621160,2002.0
13.595354040,2124.0
13.617086920,2110.0
13.638819800,2025.0
13.660552680,1993.0
13.682285560,1992.0
13.704018440,2030.0
13.725751320,2030.0
13.747484200,2091.0
13.769217080,2069.0
13.790949960,1992.0
13.812682840,1995.0
13.834415720,2077.0
13.856148600,1987.0
13.877881480,1992.0
13.899614360,1938.0
13.921347240,2029.0
13.943080120,1954.0
13.964813000,1989.0
13.986545880,2074.0
14.008278760,2026.0
14.030011640,2053.0
14.051744520,1990.0
14.073477400,2036.0
14.095210280,1983.0
14.116943160,2088.0
14.138676040,1906.0
14.160408920,2065.0
14.182141800,2050.0
14.203874680,2046.0
14.225607560,1909.0
14.247340440,1974.0
14.269073320,1977.0
14.290806200,2013.0
14.312539080,1981.0
14.334271960,1931.0
14.356004840,1920.0
14.377737720,2019.0
14.399470600,1984.0
14.421203480,1949.0
14.442936360,1899.0
14.464669240,1879.0
14.486402120,1908.0
14.508135000,1911.0
14.529867880,1959.0
14.551600760,1926.0
14.573333640,1993.0
14.595066520,1973.0
14.616799400,1864.0
14.638532280,1965.0
14.660265160,1973.0
14.681998040,1970.0
14.703730920,1929.0
14.725463800,1958.0
14.747196680,1892.0
14.768929560,1824.0
14.790662440,1875.0
14.812395320,1943.0
14.834128200,1929.0
14.855861080,1857.0
14.877593960,1854.0
14.899326840,1865.0
14.921059720,1961.0
14.942792600,1849.0
14.964525480,1912.0
14.986258360,1930.0
15.007991240,1975.0
15.029724120,1849.0
15.051457000,1833.0
15.073189880,1913.0
15.094922760,1845.0
15.116655640,1915.0
15.138388520,1831.0
15.160121400,1787.0
15.181854280,1844.0
15.203587160,1865.0
15.225320040,1858.0
15.247052920,1900.0
15.268785800,1815.0
15.290518680,1866.0
15.312251560,1871.0
15.333984440,1865.0
15.355717320,1826.0
15.377450200,1798.0
15.399183080,1831.0
15.420915960,1840.0
15.442648840,1848.0
15.464381720,1843.0
15.486114600,1825.0
15.507847480,1812.0
15.529580360,1840.0
15.551313240,1822.0
15.573046120,1782.0
15.594779000,1796.0
15.616511880,1827.0
15.638244760,1854.0
15.659977640,1902.0
15.681710520,1792.0
15.703443400,1809.0
15.725176280,1817.0
15.746909160,1755.0
15.768642040,1814.0
15.790374920,1799.0
15.812107800,1798.0
15.833840680,1825.0
15.855573560,1801.0
15.877306440,1780.0
15.899039320,1756.0
15.920772200,1797.0
15.942505080,1783.0
15.964237960,1761.0
15.985970840,1764.0
16.007703720,1780.0
16.029436600,1755.0
16.051169480,1809.0
16.072902360,1779.0
16.094635240,1679.0
16.116368120,1698.0
16.138101000,1795.0
16.159833880,1813.0
16.181566760,1739.0
16.203299640,1715.0
16.225032520,1695.0
16.246765400,1615.0
16.268498280,1765.0
16.290231160,1647.0
16.311964040,1636.0
16.333696920,1703.0
16.355429800,1702.0
16.377162680,1783.0
16.398895560,1653.0
16.420628440,1707.0
16.442361320,1680.0
16.464094200,1727.0
16.485827080,1646.0
16.507559960,1701.0
16.529292840,1647.0
16.551025720,1663.0
16.572758600,1681.0
16.594491480,1628.0
16.616224360,1611.0
16.637957240,1661.0
16.659690120,1705.0
16.681423000,1731.0
16.703155880,1593.0
16.724888760,1628.0
16.746621640,1508.0
16.768354520,1602.0
16.790087400,1627.0
16.811820280,1654.0
16.833553160,1635.0
16.855286040,1608.0
16.877018920,1645.0
16.898751800,1613.0
16.920484680,1612.0
16.942217560,1633.0
16.963950440,1577.0
16.985683320,1540.0
17.007416200,1562.0
17.029149080,1576.0
17.050881960,1613.0
17.072614840,1548.0
17.094347720,1646.0
17.116080600,1610.0
17.137813480,1655.0
17.159546360,1607.0
17.181279240,1582.0
17.203012120,1592.0
17.224745000,1617.0
17.246477880,1510.0
17.268210760,1610.0
17.289943640,1648.0
17.311676520,1580.0
17.333409400,1668.0
17.355142280,1610.0
17.376875160,1560.0
17.398608040,1570.0
17.420340920,1609.0
17.442073800,1560.0
17.463806680,1641.0
17.485539560,1519.0
17.507272440,1548.0
17.529005320,1658.0
17.550738200,1579.0
17.572471080,1603.0
17.594203960,1530.0
17.615936840,1573.0
17.637669720,1539.0
17.659402600,1549.0
17.681135480,1544.0
17.702868360,1620.0
17.724601240,1574.0
17.746334120,1564.0
17.768067000,1602.0
17.789799880,1476.0
17.811532760,1560.0
17.833265640,1522.0
17.854998520,1478.0
17.876731400,1494.0
17.898464280,1561.0
17.920197160,1529.0
17.941930040,1404.0
17.963662920,1470.0
17.985395800,1496.0
18.007128680,1490.0
18.028861560,1525.0
18.050594440,1454.0
18.072327320,1458.0
18.094060200,1423.0
18.115793080,1411.0
18.137525960,1398.0
18.159258840,1436.0
18.180991720,1429.0
18.202724600,1528.0
18.224457480,1408.0
18.246190360,1450.0
18.267923240,1427.0
18.289656120,1486.0
18.311389000,1400.0
18.333121880,1489.0
18.354854760,1470.0
18.376587640,1418.0
18.398320520,1497.0
18.420053400,1450.0
18.441786280,1463.0
18.463519160,1489.0
18.485252040,1410.0
18.506984920,1415.0
18.528717800,1435.0
18.550450680,1479.0
18.572183560,1443.0
18.593916440,1404.0
18.615649320,1369.0
18.637382200,1393.0
18.659115080,1428.0
18.680847960,1428.0
18.702580840,1451.0
18.724313720,1427.0
18.746046600,1418.0
18.767779480,1458.0
18.789512360,1440.0
18.811245240,1426.0
18.832978120,1409.0
18.854711000,1448.0
18.876443880,1375.0
18.898176760,1348.0
18.919909640,1422.0
18.941642520,1448.0
18.963375400,1415.0
18.985108280,1379.0
19.006841160,1324.0
19.028574040,1360.0
19.050306920,1458.0
19.072039800,1382.0
19.093772680,1322.0
19.115505560,1347.0
19.137238440,1306.0
19.158971320,1404.0
19.180704200,1393.0
19.202437080,1375.0
19.224169960,1377.0
19.245902840,1313.0
19.267635720,1387.0
19.289368600,1347.0
19.311101480,1376.0
19.332834360,1354.0
19.354567240,1377.0
19.376300120,1310.0
19.398033000,1401.0
19.419765880,1373.0
19.441498760,1375.0
19.463231640,1349.0
19.484964520,1353.0
19.506697400,1398.0
19.528430280,1314.0
19.550163160,1417.0
19.571896040,1371.0
19.593628920,1304.0
19.615361800,1279.0
19.637094680,1267.0
19.658827560,1457.0
19.680560440,1342.0
19.702293320,1335.0
19.724026200,1356.0
19.745759080,1333.0
19.767491960,1308.0
19.789224840,1330.0
19.810957720,1327.0
19.832690600,1227.0
19.854423480,1262.0
19.876156360,1318.0
19.897889240,1277.0
19.919622120,1324.0
19.941355000,1335.0
19.963087880,1323.0
19.984820760,1310.0
20.006553640,1265.0
20.028286520,1346.0
20.050019400,1256.0
20.071752280,1290.0
20.093485160,1313.0
20.115218040,1290.0
20.136950920,1335.0
20.158683800,1361.0
20.180416680,1320.0
20.202149560,1334.0
20.223882440,1218.0
20.245615320,1237.0
20.267348200,1275.0
20.289081080,1295.0
20.310813960,1257.0
20.332546840,1293.0
20.354279720,1290.0
20.376012600,1278.0
20.397745480,1200.0
20.419478360,1221.0
20.441211240,1299.0
20.462944120,1221.0
20.484677000,1226.0
20.506409880,1317.0
20.528142760,1267.0
20.549875640,1216.0
20.571608520,1239.0
20.593341400,1338.0
20.615074280,1233.0
20.636807160,1259.0
20.658540040,1252.0
20.680272920,1298.0
20.702005800,1284.0
20.723738680,1228.0
20.745471560,1241.0
20.767204440,1213.0
20.788937320,1217.0
20.810670200,1226.0
20.832403080,1228.0
20.854135960,1267.0
20.875868840,1224.0
20.897601720,1187.0
20.919334600,1185.0
20.941067480,1230.0
20.962800360,1185.0
20.984533240,1173.0
21.006266120,1175.0
21.027999000,1230.0
21.049731880,1197.0
21.071464760,1150.0
21.093197640,1191.0
21.114930520,1191.0
21.136663400,1180.0
21.158396280,1140.0
21.180129160,1205.0
21.201862040,1146.0
21.223594920,1198.0
21.245327800,1119.0
21.267060680,1196.0
21.288793560,1138.0
21.310526440,1153.0
21.332259320,1169.0
21.353992200,1186.0
21.375725080,1161.0
21.397457960,1159.0
21.419190840,1147.0
21.440923720,1111.0
21.462656600,1166.0
21.484389480,1146.0
21.506122360,1110.0
21.527855240,1149.0
21.549588120,1142.0
21.571321000,1189.0
21.593053880,1180.0
21.614786760,1166.0
21.636519640,1107.0
21.658252520,1141.0
21.679985400,1097.0
21.701718280,1124.0
21.723451160,1104.0
21.745184040,1129.0
21.766916920,1069.0
21.788649800,1127.0
21.810382680,1093.0
21.832115560,1035.0
21.853848440,1067.0
21.875581320,1095.0
21.897314200,1102.0
21.919047080,1151.0
21.940779960,1129.0
21.962512840,1116.0
21.984245720,1109.0
22.005978600,1105.0
22.027711480,1099.0
22.049444360,1107.0
22.071177240,1134.0
22.092910120,1062.0
22.114643000,1058.0
22.136375880,1147.0
22.158108760,1100.0
22.179841640,1081.0
22.201574520,1086.0
22.223307400,1079.0
22.245040280,1120.0
22.266773160,1077.0
22.288506040,1051.0
22.310238920,1048.0
22.331971800,1107.0
22.353704680,1031.0
22.375437560,1054.0
22.397170440,1080.0
22.418903320,999.0
22.440636200,1063.0
22.462369080,1084.0
22.484101960,1068.0
22.505834840,1090.0
22.527567720,1000.0
22.549300600,1001.0
22.571033480,1071.0
22.592766360,1052.0
22.614499240,1004.0
22.636232120,1002.0
22.657965000,1032.0
22.679697880,1103.0
22.701430760,1045.0
22.723163640,992.0
22.744896520,998.0
22.766629400,1007.0
22.788362280,1021.0
22.810095160,947.0
22.831828040,1031.0
22.853560920,1051.0
22.875293800,1016.0
22.897026680,989.0
22.918759560,1027.0
22.940492440,1076.0
22.962225320,1090.0
22.983958200,1062.0
23.005691080,1033.0
23.027423960,1034.0
23.049156840,1034.0
23.070889720,1020.0
23.092622600,1001.0
23.114355480,1051.0
23.136088360,1037.0
23.157821240,1020.0
23.179554120,1017.0
23.201287000,935.0
23.223019880,1003.0
23.244752760,1031.0
23.266485640,1031.0
23.288218520,958.0
23.309951400,929.0
23.331684280,972.0
23.353417160,1012.0
23.375150040,961.0
23.396882920,1024.0
23.418615800,919.0
23.440348680,967.0
23.462081560,1043.0
23.483814440,1011.0
23.505547320,972.0
23.527280200,964.0
23.549013080,920.0
23.570745960,927.0
23.592478840,897.0
23.614211720,972.0
23.635944600,912.0
23.657677480,930.0
23.679410360,1014.0
23.701143240,929.0
23.722876120,963.0
23.744609000,943.0
23.766341880,994.0
23.788074760,944.0
23.809807640,944.0
23.831540520,990.0
23.853273400,992.0
23.875006280,962.0
23.896739160,935.0
23.918472040,904.0
23.940204920,947.0
23.961937800,922.0
23.983670680,851.0
24.005403560,894.0
24.027136440,931.0
24.048869320,916.0
24.070602200,935.0
24.092335080,925.0
24.114067960,924.0
24.135800840,882.0
24.157533720,927.0
24.179266600,935.0
24.200999480,924.0
24.222732360,927.0
24.244465240,906.0
24.266198120,880.0
24.287931000,912.0
24.309663880,889.0
24.331396760,881.0
24.353129640,907.0
24.374862520,934.0
24.396595400,824.0
24.418328280,918.0
24.440061160,869.0
24.461794040,850.0
24.483526920,917.0
24.505259800,836.0
24.526992680,870.0
24.548725560,920.0
24.570458440,910.0
24.592191320,875.0
24.613924200,888.0
24.635657080,895.0
24.657389960,892.0
24.679122840,891.0
24.700855720,939.0
24.722588600,855.0
24.744321480,855.0
24.766054360,830.0
24.787787240,850.0
24.809520120,855.0
24.831253000,904.0
24.852985880,869.0
24.874718760,895.0
24.896451640,873.0
24.918184520,902.0
24.939917400,935.0
24.961650280,834.0
24.983383160,837.0
25.005116040,863.0
25.026848920,894.0
25.048581800,874.0
25.070314680,895.0
25.092047560,892.0
25.113780440,847.0
25.135513320,860.0
25.157246200,851.0
25.178979080,903.0
25.200711960,842.0
25.222444840,975.0
25.244177720,914.0
25.265910600,972.0
25.287643480,982.0
25.309376360,995.0
25.331109240,1006.0
25.352842120,1224.0
25.374575000,1247.0
25.396307880,1469.0
25.418040760,1751.0
25.439773640,2045.0
25.461506520,2390.0
25.483239400,2379.0
25.504972280,2256.0
25.526705160,2054.0
25.548438040,1697.0
25.570170920,1424.0
25.591903800,1252.0
25.613636680,1033.0
25.635369560,928.0
25.657102440,912.0
25.678835320,941.0
25.700568200,828.0
25.722301080,848.0
25.744033960,819.0
25.765766840,885.0
25.787499720,858.0
25.809232600,774.0
25.830965480,782.0
25.852698360,806.0
25.874431240,795.0
25.896164120,770.0
25.917897000,805.0
25.939629880,831.0
25.961362760,883.0
25.983095640,819.0
26.004828520,835.0
26.026561400,809.0
26.048294280,828.0
26.070027160,858.0
26.091760040,805.0
26.113492920,823.0
26.135225800,821.0
26.156958680,783.0
26.178691560,826.0
26.200424440,774.0
26.222157320,758.0
26.243890200,788.0
26.265623080,774.0
26.287355960,800.0
26.309088840,796.0
26.330821720,781.0
26.352554600,838.0
26.374287480,808.0
26.396020360,826.0
26.417753240,814.0
26.439486120,767.0
26.461219000,849.0
26.482951880,799.0
26.504684760,865.0
26.526417640,817.0
26.548150520,733.0
26.569883400,790.0
26.591616280,816.0
26.613349160,839.0
26.635082040,785.0
26.656814920,839.0
26.678547800,750.0
26.700280680,794.0
26.722013560,799.0
26.743746440,803.0
26.765479320,794.0
26.787212200,791.0
26.808945080,774.0
26.830677960,757.0
26.852410840,780.0
26.874143720,744.0
26.895876600,808.0
26.917609480,844.0
26.939342360,778.0
26.961075240,817.0
26.982808120,770.0
27.004541000,817.0
27.026273880,794.0
27.048006760,794.0
27.069739640,828.0
27.091472520,871.0
27.113205400,856.0
27.134938280,923.0
27.156671160,955.0
27.178404040,957.0
27.200136920,1036.0
27.221869800,1101.0
27.243602680,1248.0
27.265335560,1437.0
27.287068440,1765.0
27.308801320,2139.0
27.330534200,2842.0
27.352267080,3735.0
27.373999960,4535.0
27.395732840,4620.0
27.417465720,4246.0
27.439198600,3538.0
27.460931480,3057.0
27.482664360,2382.0
27.504397240,1720.0
27.526130120,1254.0
27.547863000,1011.0
27.569595880,960.0
27.591328760,921.0
27.613061640,850.0
27.634794520,841.0
27.656527400,853.0
27.678260280,879.0
27.699993160,775.0
27.721726040,841.0
27.743458920,808.0
27.765191800,787.0
27.786924680,760.0
27.808657560,782.0
27.830390440,743.0
27.852123320,733.0
27.873856200,766.0
27.895589080,784.0
27.917321960,747.0
27.939054840,772.0
27.960787720,721.0
27.982520600,708.0
28.004253480,712.0
28.025986360,766.0
28.047719240,724.0
28.069452120,741.0
28.091185000,697.0
28.112917880,721.0
28.134650760,703.0
28.156383640,709.0
28.178116520,669.0
28.199849400,771.0
28.221582280,734.0
28.243315160,726.0
28.265048040,712.0
28.286780920,798.0
28.308513800,698.0
28.330246680,765.0
28.351979560,740.0
28.373712440,757.0
28.395445320,739.0
28.417178200,754.0
28.438911080,823.0
28.460643960,772.0
28.482376840,818.0
28.504109720,881.0
28.525842600,1004.0
28.547575480,1014.0
28.569308360,1208.0
28.591041240,1345.0
28.612774120,1389.0
28.634507000,1234.0
28.656239880,994.0
28.677972760,897.0
28.699705640,866.0
28.721438520,818.0
28.743171400,783.0
28.764904280,765.0
28.786637160,695.0
28.808370040,690.0
28.830102920,725.0
28.851835800,702.0
28.873568680,740.0
28.895301560,699.0
28.917034440,729.0
28.938767320,804.0
28.960500200,769.0
28.982233080,761.0
29.003965960,729.0
29.025698840,734.0
29.047431720,669.0
29.069164600,759.0
29.090897480,725.0
29.112630360,718.0
29.134363240,750.0
29.156096120,733.0
29.177829000,666.0
29.199561880,733.0
29.221294760,699.0
29.243027640,693.0
29.264760520,743.0
29.286493400,769.0
29.308226280,727.0
29.329959160,719.0
29.351692040,680.0
29.373424920,712.0
29.395157800,731.0
29.416890680,715.0
29.438623560,699.0
29.460356440,719.0
29.482089320,728.0
29.503822200,664.0
29.525555080,651.0
29.547287960,723.0
29.569020840,659.0
29.590753720,765.0
29.612486600,741.0
29.634219480,677.0
29.655952360,713.0
29.677685240,727.0
29.699418120,666.0
29.721151000,761.0
29.742883880,709.0
29.764616760,673.0
29.786349640,677.0
29.808082520,716.0
29.829815400,741.0
29.851548280,718.0
29.873281160,670.0
29.895014040,757.0
29.916746920,665.0
29.938479800,768.0
29.960212680,710.0
29.981945560,704.0
30.003678440,713.0
30.025411320,726.0
30.047144200,740.0
30.068877080,714.0
30.090609960,688.0
30.112342840,701.0
30.134075720,696.0
30.155808600,718.0
30.177541480,687.0
30.199274360,722.0
30.221007240,767.0
30.242740120,755.0
30.264473000,679.0
30.286205880,740.0
30.307938760,745.0
30.329671640,719.0
30.351404520,695.0
30.373137400,726.0
30.394870280,745.0
30.416603160,703.0
30.438336040,735.0
30.460068920,737.0
30.481801800,793.0
30.503534680,789.0
30.525267560,770.0
30.547000440,865.0
30.568733320,837.0
30.590466200,927.0
30.612199080,1010.0
30.633931960,1105.0
30.655664840,1135.0
30.677397720,1176.0
30.699130600,1141.0
30.720863480,1233.0
30.742596360,1217.0
30.764329240,1176.0
30.786062120,1255.0
30.807795000,1167.0
30.829527880,1229.0
30.851260760,1208.0
30.872993640,1254.0
30.894726520,1273.0
30.916459400,1320.0
30.938192280,1292.0
30.959925160,1245.0
30.981658040,1317.0
31.003390920,1264.0
31.025123800,1302.0
31.046856680,1333.0
31.068589560,1330.0
31.090322440,1354.0
31.112055320,1425.0
31.133788200,1430.0
31.155521080,1538.0
31.177253960,1599.0
31.198986840,1621.0
31.220719720,1829.0
31.242452600,2017.0
31.264185480,2207.0
31.285918360,2421.0
31.307651240,2704.0
31.329384120,2979.0
31.351117000,3042.0
31.372849880,3455.0
31.394582760,3497.0
31.416315640,3750.0
31.438048520,4012.0
31.459781400,4160.0
31.481514280,4818.0
31.503247160,5581.0
31.524980040,6885.0
31.546712920,9156.0
31.568445800,12157.0
31.590178680,16984.0
31.611911560,24865.0
31.633644440,37090.0
31.655377320,57087.0
31.677110200,88580.0
31.698843080,130912.0
31.720575960,171291.0
31.742308840,173601.0
31.764041720,137229.0
31.785774600,108754.0
31.807507480,97767.0
31.829240360,77391.0
31.850973240,46322.0
31.872706120,23294.0
31.894439000,12953.0
31.916171880,8807.0
31.937904760,6570.0
31.959637640,5467.0
31.981370520,4762.0
32.003103400,4260.0
32.024836280,3859.0
32.046569160,3522.0
32.068302040,3195.0
32.090034920,2727.0
32.111767800,2506.0
32.133500680,2174.0
32.155233560,1954.0
32.176966440,1757.0
32.198699320,1684.0
32.220432200,1541.0
32.242165080,1411.0
32.263897960,1386.0
32.285630840,1346.0
32.307363720,1326.0
32.329096600,1268.0
32.350829480,1198.0
32.372562360,1258.0
32.394295240,1211.0
32.416028120,1233.0
32.437761000,1207.0
32.459493880,1184.0
32.481226760,1154.0
32.502959640,1123.0
32.524692520,1116.0
32.546425400,1129.0
32.568158280,1088.0
32.589891160,1140.0
32.611624040,1127.0
32.633356920,1058.0
32.655089800,1096.0
